,Car Name,Overall
3133,Audi A5 2.0T Premium quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3134,Audi A5 2.0T Premium quattro,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3135,Audi A5 2.0T Premium quattro,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3136,Audi A6 TDI Premium Plus quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3137,Audi A6 TDI Prestige quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3138,Audi A7 TDI Premium Plus quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3139,Audi A7 TDI Prestige quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3140,Audi A8 L 3.0T quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3141,Audi A8 L TDI quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Very long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3142,Audi A8 L W12 quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3143,Audi allroad Premium Plus quattro,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
3144,Audi allroad Premium quattro,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
3147,Audi Q5 2.0T Prestige quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3148,Audi Q5 TDI Premium Plus quattro,"['Average economy', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3149,Audi Q5 TDI Premium Plus S Line quattro,"['Average economy', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3150,Audi Q5 TDI Prestige quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3151,Audi Q5 TDI Prestige S Line quattro,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3152,Audi S3 2.0T Premium Plus quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3153,Audi S3 2.0T Prestige quattro,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3154,Audi S4 Premium Plus quattro,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3157,Audi S4 Prestige quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3158,Audi S5 Premium Plus quattro,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3159,Audi S5 Premium Plus quattro,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3160,Audi S5 Premium Plus quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3161,Audi S5 Prestige quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3162,Audi S5 Prestige quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3163,Audi S5 Prestige quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3164,Audi S6 Premium Plus quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3165,Audi S6 Prestige quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3166,Audi S7 quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Saloon']"
3168,Audi S8 quattro,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3169,Bentley Continental GT Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3170,Bentley Continental GT Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3177,BMW 2 Series 228i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3178,BMW 2 Series 228i SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3179,BMW 2 Series 228i SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3180,BMW 2 Series 228i xDrive SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3181,BMW 2 Series 228i xDrive SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3183,BMW 2 Series M235i,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3184,BMW 2 Series M235i,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3185,BMW 2 Series M235i xDrive,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3186,BMW 2 Series M235i xDrive,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3189,BMW 3 Series 328i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3190,BMW 3 Series 328i SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3191,BMW 3 Series 328i xDrive,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
3192,BMW 3 Series 328i xDrive SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3193,BMW 3 Series 340i,"['Average economy', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3194,BMW 3 Series 340i xDrive,"['Average economy', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3195,BMW 3 Series Gran Turismo 328i xDrive SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3196,BMW 3 Series Gran Turismo 335i xDrive,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3197,BMW 4 Series 428i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Coupe']"
3198,BMW 4 Series 428i SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3199,BMW 4 Series 428i SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3200,BMW 4 Series 428i xDrive SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3201,BMW 4 Series 428i xDrive SULEV,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3202,BMW 4 Series 435i,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3203,BMW 4 Series 435i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3204,BMW 4 Series 435i xDrive,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Coupe']"
3205,BMW 4 Series 435i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3206,BMW 4 Series M4,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
3207,BMW 4 Series Gran Coupe 428i SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3208,BMW 4 Series Gran Coupe 428i xDrive SULEV,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3209,BMW 4 Series Gran Coupe 435i,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3210,BMW 4 Series Gran Coupe 435i xDrive,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3211,BMW 5 Series 528i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3212,BMW 5 Series 528i xDrive,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3213,BMW 5 Series 535d,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3214,BMW 5 Series 535d xDrive,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '4-doored', '5-seater', 'automatic', 'Saloon']"
3215,BMW 5 Series 535i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3216,BMW 5 Series 535i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3217,BMW 5 Series 550i,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3218,BMW 5 Series 550i xDrive,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3224,BMW ActiveHybrid 5 Base,"['Average economy', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3226,BMW X4 xDrive35i,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3227,BMW X5 xDrive40e,"['Uneconomical', 'Expensive', 'Average Sized Engine', 'Average power', 'Very long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3228,BMW Z4 sDrive28i,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'manual', 'Convertible']"
3229,BMW Z4 sDrive35i,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
3230,BMW Z4 sDrive35is,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Convertible']"
3232,Ferrari California T Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'automatic', 'Convertible']"
3233,Ferrari F12 Berlinetta Base,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '2-doored', '2-seater', 'automatic', 'Coupe']"
3234,FIAT 500 C Easy,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '2-doored', '4-seater', 'manual', 'Convertible']"
3235,FIAT 500 Easy,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3236,FIAT 500 Retro,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3237,FIAT 500 Sport,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3238,FIAT 500 Turbo,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'Hatchback']"
3239,FIAT 500L Easy,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3241,FIAT 500L Pop,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3242,FIAT 500L Trekking,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3243,FIAT 500L Urbana Trekking,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Estate']"
3244,FIAT 500X Easy,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3246,FIAT 500X Trekking Plus,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3248,Ford C-Max Hybrid SEL,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Very long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
3250,Ford Escape SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3251,Ford Escape SE,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3252,Ford Escape Titanium,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3253,Ford Escape Titanium,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3254,Ford Fiesta Titanium,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3255,Ford Fiesta Titanium,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3256,Ford Focus SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3257,Ford Focus SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3266,Ford Transit Connect Wagon Titanium LWB,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Minivan']"
3267,Ford Transit Connect Wagon XL,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Minivan']"
3279,Ford Transit Wagon 350 HD XL High Roof,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '15-seater', 'automatic', 'Ext Van']"
3280,Ford Transit Wagon 350 HD XLT High Roof,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '15-seater', 'automatic', 'Ext Van']"
3282,Ford Transit Wagon 350 XL Low Roof,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '12-seater', 'automatic', 'Passenger Van']"
3286,Ford Transit Wagon 350 XLT Low Roof,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '12-seater', 'automatic', 'Passenger Van']"
3289,Honda CR-V EX,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3291,Honda CR-V EX-L,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3292,Honda CR-V EX-L,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3295,Honda CR-V LX,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3297,Honda CR-V SE,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3299,Honda CR-V Touring,"['Average economy', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3301,Honda CR-Z EX,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '2-seater', 'manual', 'Hatchback']"
3302,Honda CR-Z EX,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '2-seater', 'automatic', 'Hatchback']"
3303,Honda CR-Z EX-L,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '2-seater', 'automatic', 'Hatchback']"
3304,Honda CR-Z EX-L,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '2-seater', 'manual', 'Hatchback']"
3305,Honda CR-Z LX,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '2-seater', 'manual', 'Hatchback']"
3306,Honda CR-Z LX,"['Economical', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '3-doored', '2-seater', 'automatic', 'Hatchback']"
3311,Hyundai Veloster Turbo Rally Edition,"['Average economy', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'manual', 'Hatchback']"
3314,Hyundai Veloster w/Yellow Interior Accent,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'automatic', 'Hatchback']"
3315,Hyundai Veloster w/Yellow Interior Accent,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '4-seater', 'manual', 'Hatchback']"
3320,Jeep Compass 75th Anniversary,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3330,Jeep Grand Cherokee 75th Anniversary,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3334,Jeep Grand Cherokee Laredo,"['Uneconomical', 'Cheap', 'Larger Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3344,Jeep Patriot 75th Anniversary,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3346,Jeep Patriot High Altitude Edition,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'SUV']"
3347,Jeep Renegade 75th Anniversary,"['Average economy', 'Cheap', 'Small Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'SUV']"
3349,Jeep Renegade Justice Edition,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3350,Jeep Wrangler Backcountry,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'SUV']"
3351,Jeep Wrangler Black Bear,"['Uneconomical', 'Cheap', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '3-doored', '4-seater', 'manual', 'SUV']"
3352,Jeep Wrangler Unlimited Backcountry,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'SUV']"
3353,Jeep Wrangler Unlimited Black Bear,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'manual', 'SUV']"
3354,Jeep Wrangler Unlimited Sport RHD,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3355,Kia Optima Hybrid Base,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Very long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3356,Kia Optima Hybrid EX,"['Economical', 'Average Priced', 'Average Sized Engine', 'Lower power', 'Very long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3357,Kia Rio SX,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3358,Kia Sorento Limited,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3359,Kia Sorento Limited,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3360,Kia Soul !,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Estate']"
3366,Kia Sportage SX,"['Uneconomical', 'Cheap', 'Average Sized Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3370,Land Rover LR4 Base,"['Uneconomical', 'Average Priced', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3371,Land Rover LR4 HSE,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
3372,Land Rover LR4 HSE LUX,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Average range', 'Unleaded', '5-doored', '7-seater', 'automatic', 'SUV']"
3373,Land Rover Range Rover Autobiography LWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3375,Land Rover Range Rover Base Td6,"['Uneconomical', 'Expensive', 'Larger Engine', 'Average power', 'Long range', 'Diesel', '5-doored', '5-seater', 'automatic', 'SUV']"
3378,Land Rover Range Rover SVAutobiography LWB,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3380,Land Rover Range Rover Evoque HSE Dynamic,"['Uneconomical', 'Average Priced', 'Average Sized Engine', 'Average power', 'Long range', 'Unleaded', '3-doored', '5-seater', 'automatic', 'SUV']"
3383,Land Rover Range Rover Sport Supercharged Dynamic Limited Edition,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'SUV']"
3386,Lexus LS 600h L,"['Uneconomical', 'Expensive', 'Larger Engine', 'High power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3391,Maserati Quattroporte GTS,"['Uneconomical', 'Expensive', 'Larger Engine', 'Very high power', 'Average range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
3392,Mazda 3 i Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'manual', 'Hatchback']"
3393,Mazda 3 i Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '5-doored', '5-seater', 'automatic', 'Hatchback']"
3394,Mazda 3 i Grand Touring,"['Average economy', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'manual', 'Saloon']"
3395,Mazda 3 i Grand Touring,"['Economical', 'Cheap', 'Average Sized Engine', 'Lower power', 'Long range', 'Unleaded', '4-doored', '5-seater', 'automatic', 'Saloon']"
