,Car Name,Trim Msrp,Engine Fuel Type,Engine Size,Engine Horsepower Hp,Engine Torque Ft Lbs,Engine Drive Type,Engine Transmission,Body Type,Body Doors,Body Seats,Mileage Fuel Tank Capacity,Mileage Combined Mpg,Mileage Epa City Mpg,Mileage Epa Highway Mpg,Mileage Range City,Mileage Range Highway
3992,Kia Sorento LX,24300,Unleaded,2.4,191.0,181.0,front wheel drive,automatic,SUV,5,5,65.859,27.599999999999998,24.0,32.4,348.0,469.8
3993,Kia Sorento LX,28500,Unleaded,3.3,290.0,252.0,all wheel drive,automatic,SUV,5,7,65.859,24.0,21.599999999999998,28.799999999999997,313.2,417.6
3994,Kia Sorento LX,26700,Unleaded,3.3,290.0,252.0,front wheel drive,automatic,SUV,5,7,65.859,25.2,21.599999999999998,30.0,313.2,435.0
3995,Kia Sorento LX,26100,Unleaded,2.4,191.0,181.0,all wheel drive,automatic,SUV,5,5,65.859,26.4,22.8,30.0,330.6,435.0
3996,Kia Sorento SX,36700,Unleaded,3.3,290.0,252.0,front wheel drive,automatic,SUV,5,7,65.859,25.2,21.599999999999998,30.0,313.2,435.0
3997,Kia Sorento SX,38500,Unleaded,3.3,290.0,252.0,all wheel drive,automatic,SUV,5,7,65.859,24.0,21.599999999999998,28.799999999999997,313.2,417.6
3998,Lamborghini Aventador LP 720-4 50 Anniversario,497650,Unleaded,6.5,720.0,507.0,all wheel drive,automatic,Coupe,2,2,90.08300000000001,15.6,13.2,21.599999999999998,261.8,428.4
3999,Lamborghini Aventador LP 720-4 Roadster 50 Anniversario,548800,Unleaded,6.5,720.0,507.0,all wheel drive,automatic,Convertible,2,2,90.08300000000001,14.399999999999999,12.0,19.2,238.0,380.8
4000,Lamborghini Huracan LP 610-4,237250,Unleaded,5.2,610.0,412.0,all wheel drive,automatic,Coupe,2,2,90.08300000000001,19.2,16.8,24.0,333.2,476.0
4001,Land Rover LR2 Base,36600,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,24.0,20.4,28.799999999999997,314.5,444.0
4002,Land Rover LR2 HSE,39100,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,24.0,20.4,28.799999999999997,314.5,444.0
4003,Land Rover LR2 HSE LUX,41700,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,24.0,20.4,28.799999999999997,314.5,444.0
4004,Land Rover Range Rover Autobiography,137995,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,18.0,15.6,22.8,360.1,526.3
4005,Land Rover Range Rover Autobiography Black LWB,186495,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,85.9195,18.0,15.6,22.8,295.1,431.3
4006,Land Rover Range Rover Autobiography LWB,142995,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,85.9195,18.0,15.6,22.8,295.1,431.3
4007,Land Rover Range Rover Base,83495,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,85.16250000000001,22.8,20.4,27.599999999999998,382.5,517.5
4008,Land Rover Range Rover HSE,89995,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,85.16250000000001,22.8,20.4,27.599999999999998,382.5,517.5
4009,Land Rover Range Rover HSE Limited,98995,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,85.16250000000001,22.8,20.4,27.599999999999998,382.5,517.5
4010,Land Rover Range Rover HSE LWB,95195,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,104.8445,22.8,20.4,27.599999999999998,470.9,637.1
4011,Land Rover Range Rover Supercharged,101995,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,18.0,15.6,22.8,360.1,526.3
4012,Land Rover Range Rover Supercharged Limited,118845,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,18.0,15.6,22.8,360.1,526.3
4013,Land Rover Range Rover Supercharged Limited LWB,123845,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,18.0,15.6,22.8,360.1,526.3
4014,Land Rover Range Rover Supercharged LWB,106995,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,18.0,15.6,22.8,360.1,526.3
4015,Land Rover Range Rover Evoque Dynamic,57600,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,3,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4016,Land Rover Range Rover Evoque Dynamic,56600,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4017,Land Rover Range Rover Evoque Prestige,55700,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4018,Land Rover Range Rover Evoque Pure,41100,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4019,Land Rover Range Rover Evoque Pure Plus,44100,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4020,Land Rover Range Rover Evoque Pure Plus,45100,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,3,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4021,Land Rover Range Rover Evoque Pure Plus Corris Grey Special Value Edition,48300,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4022,Land Rover Range Rover Evoque Pure Plus Firenze Red Special Value Edition,48300,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4023,Land Rover Range Rover Evoque Pure Plus Fuji White Special Value Edition,48300,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4024,Land Rover Range Rover Evoque Pure Plus Santorini Black Special Value Edition,48300,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4025,Land Rover Range Rover Evoque Pure Premium,48900,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,5,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4026,Land Rover Range Rover Evoque Pure Premium,49900,Unleaded,2.0,240.0,250.0,all wheel drive,automatic,SUV,3,5,70.02250000000001,28.799999999999997,25.2,36.0,388.5,555.0
4027,Land Rover Range Rover Sport Autobiography,92495,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,19.2,16.8,22.8,387.8,526.3
4028,Land Rover Range Rover Sport HSE,68295,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,104.8445,22.8,20.4,27.599999999999998,470.9,637.1
4029,Land Rover Range Rover Sport HSE Limited Edition,76875,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,104.8445,22.8,20.4,27.599999999999998,470.9,637.1
4030,Land Rover Range Rover Sport SE,63350,Unleaded,3.0,340.0,332.0,four wheel drive,automatic,SUV,5,5,104.8445,22.8,20.4,27.599999999999998,470.9,637.1
4031,Land Rover Range Rover Sport Supercharged,79995,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,19.2,16.8,22.8,387.8,526.3
4032,Land Rover Range Rover Sport Supercharged Limited Edition,92495,Unleaded,5.0,510.0,461.0,four wheel drive,automatic,SUV,5,5,104.8445,19.2,16.8,22.8,387.8,526.3
4033,Land Rover Range Rover Sport SVR,110475,Unleaded,5.0,550.0,502.0,four wheel drive,automatic,SUV,5,5,104.8445,19.2,16.8,22.8,387.8,526.3
4034,Lexus ES 350 Crafted Line,40440,Unleaded,3.5,268.0,248.0,front wheel drive,automatic,Saloon,4,5,65.102,28.799999999999997,25.2,37.199999999999996,361.2,533.2
4035,Lexus GS 350,50850,Unleaded,3.5,306.0,277.0,all wheel drive,automatic,Saloon,4,5,65.859,25.2,22.8,31.2,330.6,452.4
4036,Lexus GS 350,48600,Unleaded,3.5,306.0,277.0,rear wheel drive,automatic,Saloon,4,5,65.859,27.599999999999998,22.8,34.8,330.6,504.6
4037,Lexus GS 350 Crafted Line,57330,Unleaded,3.5,306.0,277.0,all wheel drive,automatic,Saloon,4,5,65.859,25.2,22.8,31.2,330.6,452.4
4038,Lexus GS 350 Crafted Line,55070,Unleaded,3.5,306.0,277.0,rear wheel drive,automatic,Saloon,4,5,65.859,27.599999999999998,22.8,34.8,330.6,504.6
4039,Lexus IS 250,36550,Unleaded,2.5,204.0,185.0,rear wheel drive,automatic,Saloon,4,5,65.859,28.799999999999997,25.2,36.0,365.4,522.0
4040,Lexus IS 250,39085,Unleaded,2.5,204.0,185.0,all wheel drive,automatic,Saloon,4,5,65.859,27.599999999999998,24.0,32.4,348.0,469.8
4041,Lexus IS 250 C,43360,Unleaded,2.5,204.0,185.0,rear wheel drive,automatic,Convertible,2,4,65.102,28.799999999999997,25.2,36.0,361.2,516.0
4042,Lexus IS 250 Crafted Line,41440,Unleaded,2.5,204.0,185.0,rear wheel drive,automatic,Saloon,4,5,65.859,28.799999999999997,25.2,36.0,365.4,522.0
4043,Lexus IS 250 Crafted Line,43690,Unleaded,2.5,204.0,185.0,all wheel drive,automatic,Saloon,4,5,65.859,27.599999999999998,24.0,32.4,348.0,469.8
4044,Lexus LS 460 Crafted Line,87500,Unleaded,4.6,360.0,347.0,all wheel drive,automatic,Saloon,4,5,84.027,21.599999999999998,19.2,27.599999999999998,355.2,510.6
4045,Lexus LS 460 Crafted Line,84500,Unleaded,4.6,386.0,367.0,rear wheel drive,automatic,Saloon,4,5,84.027,22.8,19.2,28.799999999999997,355.2,532.8
4046,Lexus LX 570,83180,Unleaded,5.7,383.0,403.0,four wheel drive,automatic,SUV,5,8,93.111,16.8,14.399999999999999,20.4,295.2,418.2
4047,Lexus RX 350,40970,Unleaded,3.5,270.0,248.0,front wheel drive,automatic,SUV,5,5,72.672,25.2,21.599999999999998,30.0,345.6,480.0
4048,Lexus RX 350,42370,Unleaded,3.5,270.0,248.0,all wheel drive,automatic,SUV,5,5,72.672,24.0,21.599999999999998,28.799999999999997,345.6,460.8
4049,Lexus RX 350 Crafted Line,50220,Unleaded,3.5,270.0,248.0,all wheel drive,automatic,SUV,5,5,72.672,25.2,21.599999999999998,31.2,345.6,499.2
4050,Lexus RX 350 F SPORT,48710,Unleaded,3.5,270.0,248.0,all wheel drive,automatic,SUV,5,5,72.672,25.2,21.599999999999998,31.2,345.6,499.2
4051,Maserati GranTurismo MC,150570,Unleaded,4.7,454.0,384.0,rear wheel drive,automatic,Coupe,2,4,74.94300000000001,19.2,15.6,25.2,257.4,415.8
4052,Maserati GranTurismo MC Centennial,165627,Unleaded,4.7,454.0,384.0,rear wheel drive,automatic,Coupe,2,4,74.94300000000001,19.2,15.6,25.2,257.4,415.8
4053,Maserati GranTurismo Convertible Base,145740,Unleaded,4.7,444.0,376.0,rear wheel drive,automatic,Convertible,2,4,74.94300000000001,18.0,15.6,24.0,257.4,396.0
4054,Maserati GranTurismo Convertible MC,161070,Unleaded,4.7,454.0,384.0,rear wheel drive,automatic,Convertible,2,4,74.94300000000001,18.0,15.6,24.0,257.4,396.0
4055,Maserati GranTurismo Convertible MC Centennial,182009,Unleaded,4.7,454.0,384.0,rear wheel drive,automatic,Convertible,2,4,74.94300000000001,18.0,15.6,24.0,257.4,396.0
4056,Maserati GranTurismo Convertible Sport,150465,Unleaded,4.7,454.0,384.0,rear wheel drive,automatic,Convertible,2,4,74.94300000000001,18.0,15.6,24.0,257.4,396.0
4057,Maserati Quattroporte GTS,140500,Unleaded,3.8,523.0,479.0,rear wheel drive,automatic,Saloon,4,5,79.8635,19.2,15.6,26.4,274.3,464.2
4058,Mazda 3 i SV,16945,Unleaded,2.0,155.0,150.0,front wheel drive,manual,Saloon,4,5,49.961999999999996,39.6,34.8,49.199999999999996,382.8,541.2
4059,Mazda 3 i SV,17995,Unleaded,2.0,155.0,150.0,front wheel drive,automatic,Saloon,4,5,49.961999999999996,40.8,36.0,49.199999999999996,396.0,541.2
4060,Mazda 3 s Touring,23845,Unleaded,2.5,184.0,185.0,front wheel drive,manual,Saloon,4,5,49.961999999999996,34.8,30.0,44.4,330.0,488.4
4061,Mazda 3 s Touring,24345,Unleaded,2.5,184.0,185.0,front wheel drive,manual,Hatchback,5,5,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4062,Mazda 5 Grand Touring,24770,Unleaded,2.5,157.0,163.0,front wheel drive,automatic,Minivan,5,6,60.18150000000001,28.799999999999997,25.2,33.6,333.9,445.2
4063,Mazda 5 Sport,21240,Unleaded,2.5,157.0,163.0,front wheel drive,automatic,Minivan,5,6,60.18150000000001,28.799999999999997,25.2,33.6,333.9,445.2
4064,Mazda 5 Touring,22370,Unleaded,2.5,157.0,163.0,front wheel drive,automatic,Minivan,5,6,60.18150000000001,28.799999999999997,25.2,33.6,333.9,445.2
4065,Mazda CX-5 Sport,22945,Unleaded,2.0,155.0,150.0,front wheel drive,automatic,SUV,5,5,56.01800000000001,34.8,31.2,38.4,384.8,473.6
4066,Mazda CX-5 Sport,24195,Unleaded,2.0,155.0,150.0,all wheel drive,automatic,SUV,5,5,57.910500000000006,33.6,30.0,37.199999999999996,382.5,474.3
4067,Mazda CX-9 Grand Touring,36625,Unleaded,3.7,273.0,270.0,all wheel drive,automatic,SUV,5,7,76.0785,21.599999999999998,19.2,26.4,321.6,442.2
4068,Mazda CX-9 Grand Touring,35035,Unleaded,3.7,273.0,270.0,front wheel drive,automatic,SUV,5,7,76.0785,22.8,20.4,28.799999999999997,341.7,482.4
4069,Mazda CX-9 Sport,29985,Unleaded,3.7,273.0,270.0,front wheel drive,automatic,SUV,5,7,76.0785,22.8,20.4,28.799999999999997,341.7,482.4
4070,Mazda CX-9 Sport,31575,Unleaded,3.7,273.0,270.0,all wheel drive,automatic,SUV,5,7,76.0785,21.599999999999998,19.2,26.4,321.6,442.2
4071,Mazda CX-9 Touring,32480,Unleaded,3.7,273.0,270.0,front wheel drive,automatic,SUV,5,7,76.0785,22.8,20.4,28.799999999999997,341.7,482.4
4072,Mazda CX-9 Touring,34070,Unleaded,3.7,273.0,270.0,all wheel drive,automatic,SUV,5,7,76.0785,21.599999999999998,19.2,26.4,321.6,442.2
4073,Mazda MX-5 Miata 25th Anniversary Edition,32655,Unleaded,2.0,158.0,140.0,rear wheel drive,automatic,Convertible,2,2,48.0695,27.599999999999998,25.2,33.6,266.7,355.6
4074,Mazda MX-5 Miata 25th Anniversary Edition,32205,Unleaded,2.0,167.0,140.0,rear wheel drive,manual,Convertible,2,2,48.0695,28.799999999999997,25.2,33.6,266.7,355.6
4075,Mazda MX-5 Miata Club,29265,Unleaded,2.0,158.0,140.0,rear wheel drive,automatic,Convertible,2,2,48.0695,27.599999999999998,25.2,33.6,266.7,355.6
4076,Mazda MX-5 Miata Club,27505,Unleaded,2.0,158.0,140.0,rear wheel drive,automatic,Convertible,2,2,48.0695,27.599999999999998,25.2,33.6,266.7,355.6
4077,Mazda MX-5 Miata Club,26905,Unleaded,2.0,167.0,140.0,rear wheel drive,manual,Convertible,2,2,48.0695,28.799999999999997,25.2,33.6,266.7,355.6
4078,Mazda MX-5 Miata Club,28665,Unleaded,2.0,167.0,140.0,rear wheel drive,manual,Convertible,2,2,48.0695,28.799999999999997,25.2,33.6,266.7,355.6
4079,Mazda MX-5 Miata Grand Touring,29450,Unleaded,2.0,167.0,140.0,rear wheel drive,manual,Convertible,2,2,48.0695,28.799999999999997,25.2,33.6,266.7,355.6
4080,Mazda MX-5 Miata Grand Touring,30550,Unleaded,2.0,158.0,140.0,rear wheel drive,automatic,Convertible,2,2,48.0695,27.599999999999998,25.2,33.6,266.7,355.6
4081,Mazda MX-5 Miata Grand Touring,28650,Unleaded,2.0,158.0,140.0,rear wheel drive,automatic,Convertible,2,2,48.0695,27.599999999999998,25.2,33.6,266.7,355.6
4082,Mazda MX-5 Miata Grand Touring,27550,Unleaded,2.0,167.0,140.0,rear wheel drive,manual,Convertible,2,2,48.0695,28.799999999999997,25.2,33.6,266.7,355.6
4083,Mazda MX-5 Miata Sport,26230,Unleaded,2.0,158.0,140.0,rear wheel drive,automatic,Convertible,2,2,48.0695,27.599999999999998,25.2,33.6,266.7,355.6
4084,Mazda MX-5 Miata Sport,23970,Unleaded,2.0,167.0,140.0,rear wheel drive,manual,Convertible,2,2,48.0695,30.0,26.4,33.6,279.4,355.6
4085,McLaren 650S Coupe Base,265500,Unleaded,3.8,641.0,500.0,rear wheel drive,automatic,Coupe,2,2,71.915,21.599999999999998,19.2,26.4,30.4,41.8
4086,McLaren 650S Spider Base,280225,Unleaded,3.8,641.0,500.0,rear wheel drive,automatic,Convertible,2,2,71.915,21.599999999999998,19.2,26.4,30.4,41.8
4087,Mercedes-Benz C-Class C 250,39400,Unleaded,1.8,201.0,229.0,rear wheel drive,automatic,Coupe,2,4,65.859,30.0,26.4,37.199999999999996,382.8,539.4
4088,Mercedes-Benz C-Class C 350,44050,Unleaded,3.5,302.0,273.0,rear wheel drive,automatic,Coupe,2,4,65.859,27.599999999999998,24.0,33.6,348.0,487.2
4089,Mercedes-Benz C-Class C 350 4MATIC,46050,Unleaded,3.5,302.0,273.0,all wheel drive,automatic,Coupe,2,4,65.859,26.4,22.8,32.4,330.6,469.8
4090,Mercedes-Benz C-Class C 400 Sport 4MATIC,48590,Unleaded,3.0,329.0,354.0,all wheel drive,automatic,Saloon,4,5,68.13,28.799999999999997,25.2,34.8,378.0,522.0
4091,Mercedes-Benz C-Class C 63 AMG,62950,Unleaded,6.2,451.0,443.0,rear wheel drive,automatic,Coupe,2,4,65.859,18.0,15.6,22.8,226.2,330.6
4092,Mercedes-Benz CLA-Class CLA 250,31500,Unleaded,2.0,208.0,258.0,front wheel drive,automatic,Saloon,4,5,49.5835,36.0,31.2,45.6,340.6,497.8
4093,Mercedes-Benz CLA-Class CLA 250 4MATIC,33500,Unleaded,2.0,208.0,258.0,all wheel drive,automatic,Saloon,4,5,49.5835,32.4,28.799999999999997,38.4,314.4,419.2
4094,Mercedes-Benz CLA-Class CLA 45 AMG,48500,Unleaded,2.0,355.0,332.0,all wheel drive,automatic,Saloon,4,5,56.01800000000001,31.2,27.599999999999998,37.199999999999996,340.4,458.8
4095,Mercedes-Benz CLS-Class CLS 550 4MATIC,75700,Unleaded,4.7,402.0,443.0,all wheel drive,automatic,Saloon,4,4,79.8635,22.8,20.4,28.799999999999997,358.7,506.4
4096,Mercedes-Benz CLS-Class CLS 63 AMG 4MATIC S-Model,106550,Unleaded,5.5,577.0,590.0,all wheel drive,automatic,Saloon,4,4,79.8635,21.599999999999998,19.2,26.4,337.6,464.2
4097,Mercedes-Benz E-Class E 400 Sport Hybrid,57100,Unleaded,3.5,302.0,273.0,rear wheel drive,automatic,Saloon,4,5,79.8635,31.2,28.799999999999997,34.8,506.4,611.9
4098,Mercedes-Benz E-Class E 63 AMG 4MATIC,93600,Unleaded,5.5,550.0,531.0,all wheel drive,automatic,Saloon,4,5,79.8635,22.8,19.2,27.599999999999998,337.6,485.3
4099,Mercedes-Benz E-Class E 63 AMG 4MATIC S-Model,103200,Unleaded,5.5,577.0,590.0,all wheel drive,automatic,Estate,5,5,79.8635,21.599999999999998,18.0,25.2,316.5,443.1
4100,Mercedes-Benz E-Class E 63 AMG 4MATIC S-Model,100600,Unleaded,5.5,577.0,590.0,all wheel drive,automatic,Saloon,4,5,79.8635,21.599999999999998,18.0,26.4,316.5,464.2
4101,Mercedes-Benz G-Class G 550,115400,Unleaded,5.5,382.0,391.0,four wheel drive,automatic,SUV,5,5,96.139,15.6,14.399999999999999,18.0,304.8,381.0
4102,Mercedes-Benz G-Class G 63 AMG,137100,Unleaded,5.5,536.0,560.0,four wheel drive,automatic,SUV,5,5,96.139,15.6,14.399999999999999,16.8,304.8,355.6
4103,Mercedes-Benz GLA-Class GLA 45 AMG 4MATIC,48300,Unleaded,2.0,355.0,332.0,all wheel drive,automatic,SUV,5,5,56.01800000000001,30.0,27.599999999999998,34.8,340.4,429.2
4104,Mercedes-Benz GLK-Class GLK 250 BlueTEC 4MATIC,39400,Diesel,2.1,200.0,369.0,all wheel drive,automatic,SUV,5,5,59.046,33.6,28.799999999999997,39.6,374.4,514.8
4105,Mercedes-Benz GLK-Class GLK 350,37900,Unleaded,3.5,302.0,273.0,rear wheel drive,automatic,SUV,5,5,65.859,25.2,22.8,30.0,330.6,435.0
4106,Mercedes-Benz GLK-Class GLK 350 4MATIC,39900,Unleaded,3.5,302.0,273.0,all wheel drive,automatic,SUV,5,5,65.859,25.2,21.599999999999998,30.0,313.2,435.0
4107,Mercedes-Benz M-Class ML 350,48300,Unleaded,3.5,302.0,273.0,rear wheel drive,automatic,SUV,5,5,93.111,24.0,21.599999999999998,28.799999999999997,442.8,590.4
4108,Mercedes-Benz M-Class ML 350 4MATIC,50800,Unleaded,3.5,302.0,273.0,all wheel drive,automatic,SUV,5,5,93.111,22.8,20.4,26.4,418.2,541.2
4109,Mercedes-Benz M-Class ML 400 4MATIC,62900,Unleaded,3.0,329.0,354.0,all wheel drive,automatic,SUV,5,5,93.111,24.0,21.599999999999998,26.4,442.8,541.2
4110,Mercedes-Benz M-Class ML 63 AMG,98400,Unleaded,5.5,518.0,516.0,all wheel drive,automatic,SUV,5,5,93.111,18.0,15.6,20.4,319.8,418.2
4111,Mercedes-Benz SL-Class SL 550,106700,Unleaded,4.7,429.0,516.0,rear wheel drive,automatic,Convertible,2,2,74.94300000000001,24.0,20.4,28.799999999999997,336.6,475.2
4112,Mercedes-Benz SL-Class SL 63 AMG,147300,Unleaded,5.5,557.0,664.0,rear wheel drive,automatic,Convertible,2,2,74.94300000000001,22.8,19.2,30.0,316.8,495.0
4113,Mercedes-Benz SLK-Class SLK 250,43950,Unleaded,1.8,201.0,229.0,rear wheel drive,manual,Convertible,2,2,70.02250000000001,31.2,26.4,38.4,407.0,592.0
4114,Mercedes-Benz SLK-Class SLK 55 AMG,70850,Unleaded,5.5,415.0,398.0,rear wheel drive,automatic,Convertible,2,2,70.02250000000001,26.4,22.8,33.6,351.5,518.0
4115,Mercedes-Benz SLS AMG GT Final Edition Base,228080,Unleaded,6.2,583.0,479.0,rear wheel drive,automatic,Convertible,2,2,85.16250000000001,18.0,15.6,22.8,292.5,427.5
4116,Mercedes-Benz SLS AMG GT Final Edition Base,221580,Unleaded,6.2,583.0,479.0,rear wheel drive,automatic,Coupe,2,2,85.16250000000001,18.0,15.6,22.8,292.5,427.5
4117,MINI Cooper Base,25700,Unleaded,1.6,121.0,114.0,front wheel drive,manual,Convertible,2,4,49.961999999999996,36.0,32.4,40.8,356.4,448.8
4118,MINI Cooper John Cooper Works,35850,Unleaded,1.6,208.0,192.0,front wheel drive,manual,Convertible,2,4,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4119,MINI Cooper S,28700,Unleaded,1.6,181.0,177.0,front wheel drive,manual,Convertible,2,4,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4120,MINI Cooper Coupe Base,22000,Unleaded,1.6,121.0,118.0,front wheel drive,manual,Hatchback,3,2,49.961999999999996,38.4,34.8,44.4,382.8,488.4
4121,MINI Cooper Coupe John Cooper Works,31900,Unleaded,1.6,208.0,192.0,front wheel drive,manual,Hatchback,3,2,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4122,MINI Cooper Coupe S,25300,Unleaded,1.6,181.0,177.0,front wheel drive,manual,Hatchback,3,2,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4123,MINI Cooper Roadster Base,26100,Unleaded,1.6,121.0,118.0,front wheel drive,manual,Convertible,2,2,49.961999999999996,36.0,32.4,40.8,356.4,448.8
4124,MINI Cooper Roadster John Cooper Works,36250,Unleaded,1.6,208.0,192.0,front wheel drive,manual,Convertible,2,2,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4125,MINI Cooper Roadster S,29100,Unleaded,1.6,181.0,177.0,front wheel drive,manual,Convertible,2,2,49.961999999999996,34.8,31.2,42.0,343.2,462.0
4126,Nissan GT-R Black Edition,111510,Unleaded,3.8,545.0,463.0,all wheel drive,automatic,Coupe,2,4,73.8075,22.8,19.2,27.599999999999998,312.0,448.5
4127,Nissan GT-R NISMO,149990,Unleaded,3.8,600.0,481.0,all wheel drive,automatic,Coupe,2,4,73.8075,22.8,19.2,27.599999999999998,312.0,448.5
4128,Nissan GT-R Premium,101770,Unleaded,3.8,545.0,463.0,all wheel drive,automatic,Coupe,2,4,73.8075,22.8,19.2,27.599999999999998,312.0,448.5
4129,Nissan GT-R Track Edition,115710,Unleaded,3.8,545.0,463.0,all wheel drive,automatic,Coupe,2,4,73.8075,22.8,19.2,27.599999999999998,312.0,448.5
4131,Porsche 911 GT3,130400,Unleaded,3.8,475.0,325.0,rear wheel drive,automatic,Coupe,2,2,63.966499999999996,20.4,18.0,24.0,253.5,338.0
4132,smart fortwo passion cabriolet,17930,Unleaded,1.0,70.0,68.0,rear wheel drive,automatic,Convertible,2,2,32.9295,43.199999999999996,40.8,45.6,295.8,330.6
4133,smart fortwo passion coupe,14930,Unleaded,1.0,70.0,68.0,rear wheel drive,automatic,Hatchback,3,2,32.9295,43.199999999999996,40.8,45.6,295.8,330.6
4134,smart fortwo pure coupe,13270,Unleaded,1.0,70.0,68.0,rear wheel drive,automatic,Hatchback,3,2,32.9295,43.199999999999996,40.8,45.6,295.8,330.6
4135,Toyota Land Cruiser Base,80155,Unleaded,5.7,381.0,401.0,four wheel drive,automatic,SUV,5,8,93.111,18.0,15.6,21.599999999999998,319.8,442.8
4136,Volkswagen Beetle 1.8T,20695,Unleaded,1.8,170.0,184.0,front wheel drive,manual,Hatchback,3,4,54.8825,32.4,28.799999999999997,39.6,348.0,478.5
4137,Volkswagen Beetle 1.8T,21795,Unleaded,1.8,170.0,184.0,front wheel drive,automatic,Hatchback,3,4,54.8825,33.6,30.0,39.6,362.5,478.5
4138,Volkswagen Beetle 1.8T PZEV,21795,Unleaded,1.8,170.0,184.0,front wheel drive,automatic,Hatchback,3,4,54.8825,33.6,30.0,39.6,362.5,478.5
4139,Volkswagen Beetle 1.8T PZEV,20695,Unleaded,1.8,170.0,184.0,front wheel drive,manual,Hatchback,3,4,54.8825,32.4,28.799999999999997,39.6,348.0,478.5
4140,Volkswagen Beetle 1.8T PZEV w/Sunroof,23085,Unleaded,1.8,170.0,184.0,front wheel drive,manual,Hatchback,3,4,54.8825,32.4,28.799999999999997,39.6,348.0,478.5
4141,Volkswagen Beetle 1.8T PZEV w/Sunroof,23605,Unleaded,1.8,170.0,184.0,front wheel drive,manual,Hatchback,3,4,54.8825,32.4,28.799999999999997,39.6,348.0,478.5
4142,Volkswagen Beetle 1.8T PZEV w/Sunroof,24185,Unleaded,1.8,170.0,184.0,front wheel drive,automatic,Hatchback,3,4,54.8825,33.6,30.0,39.6,362.5,478.5
4143,Volkswagen Beetle 1.8T PZEV w/Sunroof,24705,Unleaded,1.8,170.0,184.0,front wheel drive,automatic,Hatchback,3,4,54.8825,33.6,30.0,39.6,362.5,478.5
4144,"Volkswagen Beetle 1.8T PZEV w/Sunroof, Sound, Navigation",26985,Unleaded,1.8,170.0,184.0,front wheel drive,automatic,Hatchback,3,4,54.8825,33.6,30.0,39.6,362.5,478.5
